ID,Team,Position,Player,Age,Caps,Goals,WC Goals,League,Club
685,Serbia,Forward,Dušan Tadi? (captain),34,90,18,0,Netherlands,Ajax
686,Serbia,Forward,Luka Jovi?,24,28,9,0,Italy,Fiorentina
687,Serbia,Goalkeeper,Predrag Rajkovi?,27,28,0,0,Spain,Mallorca
688,Serbia,Defender,Stefan Mitrovi?,32,34,0,0,Spain,Getafe
689,Serbia,Midfielder,Andrija Živkovi?,26,28,1,0,Greece,PAOK
690,Serbia,Defender,Sr?an Babi?,26,2,0,0,Spain,Almería
691,Serbia,Midfielder,Saša Luki?,26,32,2,0,Italy,Torino
692,Serbia,Midfielder,Filip Kosti?,30,50,3,0,Italy,Juventus
693,Serbia,Forward,Dušan Vlahovi?,22,16,8,0,Italy,Juventus
694,Serbia,Midfielder,Uroš Ra?i?,24,9,0,0,Portugal,Braga
695,Serbia,Midfielder,Sergej Milinkovi?-Savi?,27,35,6,0,Italy,Lazio
696,Serbia,Forward,Filip ?uri?i?,30,36,4,0,Italy,Sampdoria
697,Serbia,Midfielder,Darko Lazovi?,32,25,0,0,Italy,Hellas Verona
698,Serbia,Goalkeeper,Vanja Milinkovi?-Savi?,25,6,0,0,Italy,Torino
699,Serbia,Midfielder,Ivan Ili?,21,5,0,0,Italy,Hellas Verona
700,Serbia,Defender,Filip Mladenovi?,31,19,1,0,Poland,Legia Warsaw
701,Serbia,Midfielder,Marko Gruji?,26,17,0,0,Portugal,Porto
702,Switzerland,Goalkeeper,Yann Sommer,33,76,0,0,Germany,Borussia Mönchengladbach
703,Switzerland,Defender,Edimilson Fernandes,26,22,2,0,Germany,Mainz 05
704,Switzerland,Defender,Silvan Widmer,29,33,2,0,Germany,Mainz 05
705,Switzerland,Defender,Nico Elvedi,26,40,1,0,Germany,Borussia Mönchengladbach
706,Switzerland,Defender,Manuel Akanji,27,42,1,0,England,Manchester City
707,Switzerland,Midfielder,Denis Zakaria,26,42,3,0,England,Chelsea
708,Switzerland,Forward,Breel Embolo,25,58,11,0,France,Monaco
709,Switzerland,Midfielder,Remo Freuler,30,48,5,0,England,Nottingham Forest
710,Switzerland,Forward,Haris Seferovic,30,88,25,1,Turkey,Galatasaray
711,Switzerland,Midfielder,Granit Xhaka (captain),30,106,12,2,England,Arsenal
712,Switzerland,Defender,Renato Steffen,31,27,1,0,Switzerland,Lugano
713,Switzerland,Goalkeeper,Jonas Omlin,28,4,0,0,France,Montpellier
714,Switzerland,Defender,Ricardo Rodriguez,30,100,9,0,Italy,Torino
715,Switzerland,Midfielder,Michel Aebischer,25,11,0,0,Italy,Bologna
716,Switzerland,Midfielder,Djibril Sow,25,32,0,0,Germany,Eintracht Frankfurt
717,Switzerland,Midfielder,Christian Fassnacht,29,15,4,0,Switzerland,Young Boys
718,Switzerland,Forward,Ruben Vargas,24,26,4,0,Germany,FC Augsburg
719,Switzerland,Defender,Eray Cömert,24,9,0,0,Spain,Valencia
720,Switzerland,Forward,Noah Okafor,22,8,2,0,Austria,Red Bull Salzburg
721,Switzerland,Midfielder,Fabian Frei,33,22,3,0,Switzerland,Basel
722,Switzerland,Goalkeeper,Gregor Kobel,24,3,0,0,Germany,Borussia Dortmund
723,Switzerland,Defender,Fabian Schär,30,72,8,0,England,Newcastle United
724,Switzerland,Midfielder,Xherdan Shaqiri,31,108,26,4,United States,Chicago Fire FC
725,Switzerland,Goalkeeper,Philipp Köhn,24,0,0,0,Austria,Red Bull Salzburg
726,Switzerland,Midfielder,Fabian Rieder,20,0,0,0,Switzerland,Young Boys
727,Switzerland,Midfielder,Ardon Jashari,20,1,0,0,Switzerland,Luzern
728,Ghana,Goalkeeper,Lawrence Ati-Zigi,25,10,0,0,Switzerland,St. Gallen
729,Ghana,Defender,Tariq Lamptey,22,1,0,0,England,Brighton & Hove Albion
730,Ghana,Defender,Denis Odoi,34,4,0,0,Belgium,Club Brugge
731,Ghana,Defender,Mohammed Salisu,23,1,0,0,England,Southampton
732,Ghana,Midfielder,Thomas Partey,29,40,14,0,England,Arsenal
733,Ghana,Midfielder,Elisha Owusu,25,2,0,0,Belgium,Gent
734,Ghana,Midfielder,Abdul Fatawu Issahaku,18,11,0,0,Portugal,Sporting CP
735,Ghana,Midfielder,Daniel-Kofi Kyereh,26,12,0,0,Germany,SC Freiburg
736,Ghana,Forward,Jordan Ayew,31,82,20,0,England,Crystal Palace
737,Ghana,Forward,André Ayew (captain),32,107,23,2,Qatar,Al-Sadd
738,Ghana,Midfielder,Osman Bukari,23,5,1,0,Serbia,Red Star Belgrade
739,Ghana,Goalkeeper,Ibrahim Danlad,19,0,0,0,Ghana,Asante Kotoko
740,Ghana,Midfielder,Daniel Afriyie,21,1,0,0,Ghana,Hearts of Oak
741,Ghana,Defender,Gideon Mensah,24,10,0,0,France,Auxerre
742,Ghana,Defender,Joseph Aidoo,27,10,0,0,Spain,Celta Vigo
743,Ghana,Goalkeeper,Abdul Manaf Nurudeen,23,2,0,0,Belgium,Eupen
744,Ghana,Defender,Baba Rahman,28,47,1,0,England,Reading
745,Ghana,Defender,Daniel Amartey,27,43,0,0,England,Leicester City
746,Ghana,Forward,Iñaki Williams,28,2,0,0,Spain,Athletic Bilbao
747,Ghana,Midfielder,Mohammed Kudus,22,16,4,0,Netherlands,Ajax
748,Ghana,Midfielder,Salis Abdul Samed,22,0,0,0,France,Lens
749,Ghana,Midfielder,Kamaldeen Sulemana,20,11,0,0,France,Rennes
750,Ghana,Defender,Alexander Djiku,28,18,1,0,France,Strasbourg
751,Ghana,Midfielder,Kamal Sowah,22,0,0,0,Belgium,Club Brugge
752,Ghana,Forward,Antoine Semenyo,22,1,0,0,England,Bristol City
753,Ghana,Defender,Alidu Seidu,22,2,0,0,France,Clermont
754,Portugal,Goalkeeper,Rui Patrício,34,104,0,0,Italy,Roma
755,Portugal,Defender,Diogo Dalot,23,6,2,0,England,Manchester United
756,Portugal,Defender,Pepe,39,128,7,1,Portugal,Porto
757,Portugal,Defender,Rúben Dias,25,39,2,0,England,Manchester City
758,Portugal,Defender,Raphaël Guerreiro,28,56,3,0,Germany,Borussia Dortmund
759,Portugal,Midfielder,João Palhinha,27,15,2,0,England,Fulham
760,Portugal,Forward,Cristiano Ronaldo (captain),37,191,117,7,England,Manchester United
761,Portugal,Midfielder,Bruno Fernandes,28,48,9,0,England,Manchester United
762,Portugal,Forward,André Silva,27,51,19,0,Germany,RB Leipzig
763,Portugal,Forward,Bernardo Silva,28,72,8,0,England,Manchester City
764,Portugal,Forward,João Félix,23,23,3,0,Spain,Atlético Madrid
765,Portugal,Goalkeeper,José Sá,29,0,0,0,England,Wolverhampton Wanderers
766,Portugal,Defender,Danilo Pereira,31,63,2,0,France,Paris Saint-Germain
767,Portugal,Midfielder,William Carvalho,30,75,5,0,Spain,Real Betis
768,Portugal,Forward,Rafael Leão,23,11,0,0,Italy,Milan
769,Portugal,Midfielder,Vitinha,22,4,0,0,France,Paris Saint-Germain
770,Portugal,Midfielder,João Mário,29,52,2,0,Portugal,Benfica
771,Portugal,Midfielder,Rúben Neves,25,32,0,0,England,Wolverhampton Wanderers
772,Portugal,Defender,Nuno Mendes,20,16,0,0,France,Paris Saint-Germain
773,Portugal,Defender,João Cancelo,28,37,7,0,England,Manchester City
774,Portugal,Forward,Ricardo Horta,28,5,1,0,Portugal,Braga
775,Portugal,Goalkeeper,Diogo Costa,23,7,0,0,Portugal,Porto
776,Portugal,Midfielder,Matheus Nunes,24,9,1,0,England,Wolverhampton Wanderers
777,Portugal,Defender,António Silva,19,0,0,0,Portugal,Benfica
778,Portugal,Midfielder,Otávio,27,7,2,0,Portugal,Porto
779,Portugal,Forward,Gonçalo Ramos,21,0,0,0,Portugal,Benfica
780,South Korea,Goalkeeper,Kim Seung-gyu,32,67,0,0,Saudi Arabia,Al-Shabab
781,South Korea,Defender,Yoon Jong-gyu,24,4,0,0,South Korea,FC Seoul
782,South Korea,Defender,Kim Jin-su,30,61,2,0,South Korea,Jeonbuk Hyundai Motors
783,South Korea,Defender,Kim Min-jae,26,44,3,0,Italy,Napoli
784,South Korea,Midfielder,Jung Woo-young,32,66,3,0,Qatar,Al-Sadd
785,South Korea,Midfielder,Hwang In-beom,26,37,4,0,Greece,Olympiacos
786,South Korea,Midfielder,Son Heung-min (captain),30,104,35,3,England,Tottenham Hotspur
787,South Korea,Midfielder,Paik Seung-ho,25,14,2,0,South Korea,Jeonbuk Hyundai Motors
788,South Korea,Forward,Cho Gue-sung,24,16,4,0,South Korea,Jeonbuk Hyundai Motors
789,South Korea,Midfielder,Lee Jae-sung,30,64,9,0,Germany,Mainz 05
790,South Korea,Midfielder,Hwang Hee-chan,26,49,9,0,England,Wolverhampton Wanderers
791,South Korea,Goalkeeper,Song Bum-keun,25,1,0,0,South Korea,Jeonbuk Hyundai Motors
792,South Korea,Midfielder,Son Jun-ho,30,15,0,0,China,Shandong Taishan
793,South Korea,Defender,Hong Chul,32,46,1,0,South Korea,Daegu FC
794,South Korea,Defender,Kim Moon-hwan,27,22,0,0,South Korea,Jeonbuk Hyundai Motors
795,South Korea,Forward,Hwang Ui-jo,30,49,16,0,Greece,Olympiacos
796,South Korea,Midfielder,Na Sang-ho,26,24,2,0,South Korea,FC Seoul
797,South Korea,Midfielder,Lee Kang-in,21,6,0,0,Spain,Mallorca
798,South Korea,Defender,Kim Young-gwon,32,96,6,1,South Korea,Ulsan Hyundai
799,South Korea,Defender,Kwon Kyung-won,30,28,2,0,Japan,Gamba Osaka
800,South Korea,Goalkeeper,Jo Hyeon-woo,31,22,0,0,South Korea,Ulsan Hyundai
801,South Korea,Midfielder,Kwon Chang-hoon,28,42,12,0,South Korea,Gimcheon Sangmu
802,South Korea,Defender,Kim Tae-hwan,33,19,0,0,South Korea,Ulsan Hyundai
803,South Korea,Defender,Cho Yu-min,26,4,0,0,South Korea,Daejeon Hana Citizen
804,South Korea,Midfielder,Jeong Woo-yeong,23,9,2,0,Germany,SC Freiburg
805,South Korea,Midfielder,Song Min-kyu,23,13,1,0,South Korea,Jeonbuk Hyundai Motors
806,Uruguay,Goalkeeper,Fernando Muslera,36,133,0,0,Turkey,Galatasaray
807,Uruguay,Defender,José Giménez,27,78,8,1,Spain,Atlético Madrid
808,Uruguay,Defender,Diego Godín (captain),36,159,8,1,Argentina,Vélez Sarsfield
809,Uruguay,Defender,Ronald Araújo,23,12,0,0,Spain,Barcelona
810,Uruguay,Midfielder,Matías Vecino,31,62,4,0,Italy,Lazio
811,Uruguay,Midfielder,Rodrigo Bentancur,25,51,1,0,England,Tottenham Hotspur
812,Uruguay,Midfielder,Nicolás de la Cruz,25,17,2,0,Argentina,River Plate
813,Uruguay,Forward,Facundo Pellistri,20,7,0,0,England,Manchester United
814,Uruguay,Forward,Luis Suárez,35,134,68,7,Uruguay,Nacional
815,Uruguay,Midfielder,Giorgian de Arrascaeta,28,40,8,0,Brazil,Flamengo
816,Uruguay,Forward,Darwin Núñez,23,13,3,0,England,Liverpool
817,Uruguay,Goalkeeper,Sebastián Sosa,36,1,0,0,Argentina,Independiente
818,Uruguay,Defender,Guillermo Varela,29,9,0,0,Brazil,Flamengo
819,Uruguay,Midfielder,Lucas Torreira,26,40,0,0,Turkey,Galatasaray
820,Uruguay,Midfielder,Federico Valverde,24,44,4,0,Spain,Real Madrid
821,Uruguay,Defender,Mathías Olivera,25,8,0,0,Italy,Napoli
822,Uruguay,Defender,Matías Viña,25,26,0,0,Italy,Roma
823,Uruguay,Forward,Maxi Gómez,26,27,4,0,Turkey,Trabzonspor
824,Uruguay,Defender,Sebastián Coates,32,47,1,0,Portugal,Sporting CP
825,Uruguay,Forward,Facundo Torres,22,10,0,0,United States,Orlando City SC
826,Uruguay,Forward,Edinson Cavani,35,133,58,5,Spain,Valencia
827,Uruguay,Defender,Martín Cáceres,35,115,4,0,United States,LA Galaxy
828,Uruguay,Goalkeeper,Sergio Rochet,29,8,0,0,Uruguay,Nacional
829,Uruguay,Midfielder,Agustín Canobbio,24,3,0,0,Brazil,Athletico Paranaense
830,Uruguay,Midfielder,Manuel Ugarte,21,6,0,0,Portugal,Sporting CP
831,Uruguay,Defender,José Luis Rodríguez,25,0,0,0,Uruguay,Nacional
