ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
9150,UEFA Euro qualification,1995-11-15,Albania,1,1,Wales,,TRUE
9151,Oceania Nations Cup,1995-11-15,Australia,3,0,New Zealand,,TRUE
9152,UEFA Euro qualification,1995-11-15,Azerbaijan,0,0,Poland,,FALSE
9153,UEFA Euro qualification,1995-11-15,Cyprus,1,1,Belgium,,TRUE
9154,UEFA Euro qualification,1995-11-15,Denmark,3,1,Armenia,,TRUE
9155,Friendly,1995-11-15,England,3,1,Switzerland,,TRUE
9156,UEFA Euro qualification,1995-11-15,France,2,0,Israel,,TRUE
9157,UEFA Euro qualification,1995-11-15,Germany,3,1,Bulgaria,,TRUE
9158,Friendly,1995-11-15,Morocco,2,0,Mali,,TRUE
9159,UEFA Euro qualification,1995-11-15,Netherlands,3,0,Norway,,TRUE
9160,UEFA Euro qualification,1995-11-15,Portugal,3,0,Republic of Ireland,,TRUE
9161,UEFA Euro qualification,1995-11-15,Slovenia,1,2,Croatia,,TRUE
9162,UEFA Euro qualification,1995-11-15,Spain,3,0,North Macedonia,,TRUE
9163,Friendly,1995-11-16,Mexico,1,4,Serbia,,TRUE
9164,Amilcar Cabral Cup,1995-11-18,Guinea-Bissau,2,1,Senegal,,FALSE
9165,Amilcar Cabral Cup,1995-11-20,Senegal,3,0,Guinea,,FALSE
9166,Amilcar Cabral Cup,1995-11-22,Senegal,1,1,Sierra Leone,,FALSE
9167,Friendly,1995-11-26,Gabon,1,2,Cameroon,,TRUE
9168,Friendly,1995-11-28,Algeria,4,0,Cameroon,,FALSE
9169,Friendly,1995-11-29,Mexico,2,2,Colombia,,FALSE
9170,Friendly,1995-11-29,Tunisia,3,0,Burkina Faso,,TRUE
9171,Friendly,1995-11-30,Ivory Coast,2,1,Cameroon,,FALSE
9172,UNCAF Cup,1995-12-01,Costa Rica,2,1,Belize,,FALSE
9173,Friendly,1995-12-02,Gabon,0,0,Cameroon,Cameroon win on penalties,TRUE
9174,UNCAF Cup,1995-12-03,El Salvador,2,1,Costa Rica,,TRUE
9175,Friendly,1995-12-06,Mexico,1,2,Slovenia,,TRUE
9176,UNCAF Cup,1995-12-07,Honduras,1,1,Costa Rica,Honduras win on penalties,FALSE
9177,UNCAF Cup,1995-12-10,El Salvador,2,1,Costa Rica,,TRUE
9178,Friendly,1995-12-12,England,1,1,Portugal,,TRUE
9179,UEFA Euro qualification,1995-12-13,Republic of Ireland,0,2,Netherlands,,FALSE
9180,Friendly,1995-12-15,South Africa,0,0,Germany,,TRUE
9181,Friendly,1995-12-20,Brazil,3,1,Colombia,,TRUE
9182,Friendly,1995-12-20,Jamaica,2,1,Mexico,,TRUE
9183,Friendly,1995-12-21,Argentina,6,0,Venezuela,,TRUE
9184,Friendly,1995-12-23,Zambia,2,0,Tunisia,,TRUE
9185,Friendly,1995-12-24,Cameroon,1,0,Liberia,,TRUE
9186,Friendly,1995-12-29,Egypt,1,2,Ghana,,TRUE
9187,Friendly,1995-12-29,Saudi Arabia,3,0,Kazakhstan,,TRUE
9188,Friendly,1996-01-03,Morocco,3,1,Tunisia,,TRUE
9189,Friendly,1996-01-05,Saudi Arabia,1,1,Ghana,,TRUE
9190,Friendly,1996-01-08,Egypt,2,1,Tunisia,,TRUE
9191,Friendly,1996-01-09,Zimbabwe,1,1,Ghana,,TRUE
9192,Gold Cup,1996-01-10,Canada,3,1,Honduras,,FALSE
9193,Gold Cup,1996-01-11,Mexico,5,0,Saint Vincent and the Grenadines,,FALSE
9194,Gold Cup,1996-01-12,Brazil,4,1,Canada,,FALSE
9195,African Cup of Nations,1996-01-13,South Africa,3,0,Cameroon,,TRUE
9196,Gold Cup,1996-01-13,United States,3,2,Trinidad and Tobago,,TRUE
9197,Gold Cup,1996-01-14,Guatemala,0,1,Mexico,,FALSE
9198,Gold Cup,1996-01-14,Honduras,0,5,Brazil,,FALSE
9199,African Cup of Nations,1996-01-14,Ivory Coast,0,2,Ghana,,FALSE
9200,African Cup of Nations,1996-01-16,Tunisia,1,1,Mozambique,,FALSE
9201,Gold Cup,1996-01-16,United States,2,0,El Salvador,,TRUE
9202,Friendly,1996-01-17,Armenia,0,6,Morocco,,FALSE
9203,African Cup of Nations,1996-01-18,Cameroon,2,1,Egypt,,FALSE
9204,Gold Cup,1996-01-18,United States,0,1,Brazil,,TRUE
9205,African Cup of Nations,1996-01-19,Ghana,2,1,Tunisia,,FALSE
9206,Gold Cup,1996-01-19,Mexico,1,0,Guatemala,,FALSE
9207,Gold Cup,1996-01-21,Mexico,2,0,Brazil,,FALSE
9208,Gold Cup,1996-01-21,United States,3,0,Guatemala,,TRUE
9209,African Cup of Nations,1996-01-24,Angola,3,3,Cameroon,,FALSE
9210,AFC Asian Cup qualification,1996-01-24,Saudi Arabia,3,0,Kyrgyzstan,,TRUE
9211,African Cup of Nations,1996-01-25,Mozambique,0,2,Ghana,,FALSE
9212,African Cup of Nations,1996-01-25,Tunisia,3,1,Ivory Coast,,FALSE
9213,African Cup of Nations,1996-01-28,Gabon,1,1,Tunisia,Tunisia win on penalties,FALSE
9214,African Cup of Nations,1996-01-28,Ghana,1,0,DR Congo,,FALSE
9215,AFC Asian Cup qualification,1996-01-28,Saudi Arabia,4,0,Yemen,,TRUE
9216,AFC Asian Cup qualification,1996-01-31,Saudi Arabia,2,0,Kyrgyzstan,,TRUE
9217,African Cup of Nations,1996-01-31,South Africa,3,0,Ghana,,TRUE
9218,African Cup of Nations,1996-01-31,Zambia,2,4,Tunisia,,FALSE
9219,Friendly,1996-02-02,Venezuela,0,1,Ecuador,,TRUE
9220,African Cup of Nations,1996-02-03,South Africa,2,0,Tunisia,,TRUE
9221,African Cup of Nations,1996-02-03,Zambia,1,0,Ghana,,FALSE
9222,AFC Asian Cup qualification,1996-02-04,Saudi Arabia,1,0,Yemen,,TRUE
9223,Friendly,1996-02-07,Chile,2,1,Mexico,,TRUE
9224,Friendly,1996-02-07,Morocco,2,0,Luxembourg,,TRUE
9225,Friendly,1996-02-07,Spain,1,0,Norway,,TRUE
9226,Friendly,1996-02-10,Australia,1,4,Japan,,TRUE
9227,Friendly,1996-02-11,Lebanon,1,0,Ecuador,,TRUE
9228,Friendly,1996-02-14,Australia,3,0,Japan,,TRUE
9229,Friendly,1996-02-16,Oman,0,2,Ecuador,,FALSE
9230,Friendly,1996-02-18,Qatar,1,1,Ecuador,,TRUE
9231,Lunar New Year Cup,1996-02-19,Japan,5,0,Poland,,FALSE
9232,Friendly,1996-02-21,France,3,1,Greece,,TRUE
9233,Friendly,1996-02-21,Portugal,1,2,Germany,,TRUE
9234,Lunar New Year Cup,1996-02-22,Japan,1,1,Sweden,Sweden win on penalties,FALSE
9235,Friendly,1996-02-23,Kuwait,0,3,Ecuador,,TRUE
9236,Friendly,1996-02-25,Australia,0,2,Sweden,,TRUE
9237,Friendly,1996-02-25,Qatar,1,2,Ecuador,,TRUE
9238,Friendly,1996-02-28,Australia,0,0,Sweden,,TRUE
9239,Friendly,1996-02-28,Croatia,2,1,Poland,,TRUE
9240,Friendly,1996-03-13,Croatia,3,0,South Korea,,TRUE
9241,Friendly,1996-03-13,Luxembourg,1,1,Switzerland,,TRUE
9242,United Arab Emirates Friendship Tournament,1996-03-19,United Arab Emirates,3,2,South Korea,,TRUE
9243,United Arab Emirates Friendship Tournament,1996-03-20,Egypt,0,2,Morocco,,FALSE
9244,United Arab Emirates Friendship Tournament,1996-03-23,South Korea,2,2,Morocco,,FALSE
9245,United Arab Emirates Friendship Tournament,1996-03-25,Egypt,1,1,South Korea,,FALSE
9246,Friendly,1996-03-26,Croatia,2,0,Israel,,TRUE
9247,United Arab Emirates Friendship Tournament,1996-03-26,United Arab Emirates,1,0,Morocco,,TRUE
9248,Friendly,1996-03-27,England,1,0,Bulgaria,,TRUE
9249,Friendly,1996-03-27,Austria,1,0,Switzerland,,TRUE
9250,Friendly,1996-03-27,Belgium,0,2,France,,TRUE
9251,Friendly,1996-03-27,Brazil,8,2,Ghana,,TRUE
9252,Friendly,1996-03-27,Germany,2,0,Denmark,,TRUE
9253,Friendly,1996-03-27,Poland,0,0,Slovenia,,TRUE
9254,Friendly,1996-03-27,Portugal,1,0,Greece,,TRUE
9255,Friendly,1996-03-27,Scotland,1,0,Australia,,TRUE
9256,Friendly,1996-03-27,Serbia,1,0,Romania,,TRUE
9257,Friendly,1996-04-10,Croatia,4,1,Hungary,,TRUE
9258,Friendly,1996-04-21,Ethiopia,2,0,Ghana,,TRUE
9259,Friendly,1996-04-21,Gambia,1,2,Senegal,,TRUE
9260,Friendly,1996-04-21,Qatar,3,1,Kuwait,,TRUE
9261,FIFA World Cup qualification,1996-04-24,Argentina,3,1,Bolivia,,TRUE
9262,Friendly,1996-04-24,Belgium,0,0,Russia,,TRUE
9263,Friendly,1996-04-24,Denmark,2,0,Scotland,,TRUE
9264,FIFA World Cup qualification,1996-04-24,Ecuador,4,1,Peru,,TRUE
9265,Friendly,1996-04-24,England,0,0,Croatia,,TRUE
9266,Friendly,1996-04-24,Netherlands,0,1,Germany,,TRUE
9267,Friendly,1996-04-24,Norway,0,0,Spain,,TRUE
9268,FIFA World Cup qualification,1996-04-24,Serbia,3,1,Faroe Islands,,FALSE
9269,Friendly,1996-04-24,South Africa,2,3,Brazil,,TRUE
9270,Friendly,1996-04-24,Switzerland,2,0,Wales,,TRUE
9271,FIFA World Cup qualification,1996-04-24,Venezuela,0,2,Uruguay,,TRUE
9272,Friendly,1996-04-26,Turkmenistan,1,1,Iran,,TRUE
9273,Friendly,1996-04-28,Turkmenistan,0,1,Iran,,TRUE
9274,Friendly,1996-04-30,Israel,4,5,South Korea,,TRUE
9275,Friendly,1996-05-01,Poland,1,1,Belarus,,TRUE
9276,Friendly,1996-05-16,South Korea,0,2,Sweden,,TRUE
9277,Friendly,1996-05-17,Iran,2,0,Qatar,,TRUE
9278,Friendly,1996-05-17,Mauritania,0,0,Senegal,,TRUE
9279,Friendly,1996-05-18,England,3,0,Hungary,,TRUE
9280,Friendly,1996-05-18,Mexico,5,2,Slovakia,,FALSE
9281,Friendly,1996-05-23,China PR,0,3,England,,TRUE
9282,Kirin Cup,1996-05-23,Mexico,0,0,Serbia,,FALSE
9283,Friendly,1996-05-25,Qatar,2,5,Russia,,TRUE
9284,Friendly,1996-05-26,Ghana,0,2,Egypt,,TRUE
9285,Kirin Cup,1996-05-26,Japan,1,0,Serbia,,TRUE
9286,Friendly,1996-05-26,Tunisia,2,0,Senegal,,TRUE
9287,Friendly,1996-05-26,United States,2,1,Scotland,,TRUE
9288,Friendly,1996-05-29,France,2,0,Finland,,TRUE
9289,Friendly,1996-05-29,Republic of Ireland,0,1,Portugal,,TRUE
9290,Friendly,1996-05-29,Italy,2,2,Belgium,,TRUE
9291,Kirin Cup,1996-05-29,Japan,3,2,Mexico,,TRUE
9292,Friendly,1996-05-29,Netherlands,2,0,China PR,,TRUE
9293,Friendly,1996-05-29,Northern Ireland,1,1,Germany,,TRUE
9294,Friendly,1996-06-01,Germany,0,1,France,,TRUE
9295,Friendly,1996-06-01,Qatar,0,1,Iran,,TRUE
9296,Friendly,1996-06-01,Switzerland,1,2,Czech Republic,,TRUE
9297,Friendly,1996-06-02,Denmark,1,0,Ghana,,TRUE
9298,FIFA World Cup qualification,1996-06-02,Ecuador,2,0,Argentina,,TRUE
9299,Friendly,1996-06-02,Republic of Ireland,2,2,Croatia,,TRUE
9300,Friendly,1996-06-02,Russia,2,0,Poland,,TRUE
9301,FIFA World Cup qualification,1996-06-02,Rwanda,1,3,Tunisia,,TRUE
9302,FIFA World Cup qualification,1996-06-02,San Marino,0,5,Wales,,TRUE
9303,FIFA World Cup qualification,1996-06-02,Serbia,6,0,Malta,,FALSE
9304,FIFA World Cup qualification,1996-06-02,Togo,2,1,Senegal,,TRUE
9305,FIFA World Cup qualification,1996-06-02,Uruguay,0,2,Paraguay,,TRUE
9306,Friendly,1996-06-04,Germany,9,1,Liechtenstein,,TRUE
9307,Friendly,1996-06-04,Netherlands,3,1,Republic of Ireland,,TRUE
9308,Friendly,1996-06-05,Canada,0,1,Costa Rica,,TRUE
9309,Friendly,1996-06-05,France,2,0,Armenia,,TRUE
9310,UEFA Euro,1996-06-08,England,1,1,Switzerland,,TRUE
9311,USA Cup,1996-06-08,Mexico,1,0,Bolivia,,FALSE
9312,FIFA World Cup qualification,1996-06-08,Tanzania,0,0,Ghana,,TRUE
9313,UEFA Euro,1996-06-09,Denmark,1,1,Portugal,,FALSE
9314,UEFA Euro,1996-06-09,Germany,2,0,Czech Republic,,FALSE
9315,UEFA Euro,1996-06-09,Spain,1,1,Bulgaria,,FALSE
9316,USA Cup,1996-06-09,United States,2,1,Republic of Ireland,,TRUE
9317,AFC Asian Cup qualification,1996-06-10,Iran,8,0,Nepal,,TRUE
9318,UEFA Euro,1996-06-10,Netherlands,0,0,Scotland,,FALSE
9319,UEFA Euro,1996-06-10,Romania,0,1,France,,FALSE
9320,UEFA Euro,1996-06-11,Turkey,0,1,Croatia,,FALSE
9321,AFC Asian Cup qualification,1996-06-12,Iran,7,0,Sri Lanka,,TRUE
9322,USA Cup,1996-06-12,Mexico,2,2,Republic of Ireland,,FALSE
9323,USA Cup,1996-06-12,United States,0,2,Bolivia,,TRUE
9324,UEFA Euro,1996-06-13,Switzerland,0,2,Netherlands,,FALSE
9325,AFC Asian Cup qualification,1996-06-14,Iran,2,0,Oman,,TRUE
9326,AFC Asian Cup qualification,1996-06-14,Kazakhstan,1,0,Qatar,,TRUE
9327,UEFA Euro,1996-06-14,Portugal,1,0,Turkey,,FALSE
9328,UEFA Euro,1996-06-15,England,2,0,Scotland,,TRUE
9329,UEFA Euro,1996-06-15,France,1,1,Spain,,FALSE
9330,FIFA World Cup qualification,1996-06-15,Senegal,1,1,Togo,,TRUE
9331,UEFA Euro,1996-06-16,Croatia,3,0,Denmark,,FALSE
9332,UEFA Euro,1996-06-16,Russia,0,3,Germany,,FALSE
9333,FIFA World Cup qualification,1996-06-16,Tunisia,2,0,Rwanda,,TRUE
9334,USA Cup,1996-06-16,United States,2,2,Mexico,,TRUE
9335,FIFA World Cup qualification,1996-06-17,Ghana,2,1,Tanzania,,TRUE
9336,AFC Asian Cup qualification,1996-06-17,Sri Lanka,0,4,Iran,,FALSE
9337,UEFA Euro,1996-06-18,England,4,1,Netherlands,,TRUE
9338,UEFA Euro,1996-06-18,France,3,1,Bulgaria,,FALSE
9339,UEFA Euro,1996-06-18,Romania,1,2,Spain,,FALSE
9340,UEFA Euro,1996-06-18,Scotland,1,0,Switzerland,,FALSE
9341,UEFA Euro,1996-06-19,Croatia,0,3,Portugal,,FALSE
9342,UEFA Euro,1996-06-19,Italy,0,0,Germany,,FALSE
9343,AFC Asian Cup qualification,1996-06-19,Nepal,0,4,Iran,,FALSE
9344,UEFA Euro,1996-06-19,Turkey,0,3,Denmark,,FALSE
9345,AFC Asian Cup qualification,1996-06-21,Oman,1,2,Iran,,TRUE
9346,UEFA Euro,1996-06-22,England,0,0,Spain,England win on penalties,TRUE
9347,UEFA Euro,1996-06-22,France,0,0,Netherlands,France win on penalties,FALSE
9348,UEFA Euro,1996-06-23,Czech Republic,1,0,Portugal,,FALSE
9349,UEFA Euro,1996-06-23,Germany,2,1,Croatia,,FALSE
9350,UEFA Euro,1996-06-26,England,1,1,Germany,Germany win on penalties,TRUE
9351,UEFA Euro,1996-06-26,France,0,0,Czech Republic,Czech Republic win on penalties,FALSE
9352,AFC Asian Cup qualification,1996-06-28,Qatar,1,0,Syria,,TRUE
9353,UEFA Euro,1996-06-30,Czech Republic,1,2,Germany,,FALSE
9354,Friendly,1996-06-30,Ecuador,3,0,Armenia,,TRUE
9355,AFC Asian Cup qualification,1996-07-05,Qatar,3,0,Kazakhstan,,TRUE
9356,FIFA World Cup qualification,1996-07-06,Chile,4,1,Ecuador,,TRUE
9357,FIFA World Cup qualification,1996-07-07,Colombia,3,1,Uruguay,,TRUE
9358,FIFA World Cup qualification,1996-07-07,Peru,0,0,Argentina,,TRUE
9359,Friendly,1996-07-17,China PR,1,1,Uruguay,,TRUE
9360,AFC Asian Cup qualification,1996-07-19,Syria,3,1,Qatar,,TRUE
9361,Friendly,1996-08-04,Costa Rica,1,1,Honduras,,TRUE
9362,AFC Asian Cup qualification,1996-08-05,South Korea,9,0,Guam,,FALSE
9363,AFC Asian Cup qualification,1996-08-08,South Korea,4,0,Taiwan,,FALSE
9364,Friendly,1996-08-11,Honduras,0,0,Costa Rica,,TRUE
9365,AFC Asian Cup qualification,1996-08-11,Vietnam,0,4,South Korea,,TRUE
9366,Friendly,1996-08-14,Peru,3,0,Costa Rica,,TRUE
9367,Friendly,1996-08-14,Sweden,0,1,Denmark,,TRUE
9368,Friendly,1996-08-16,Ecuador,1,1,Costa Rica,,TRUE
9369,Friendly,1996-08-25,Japan,5,3,Uruguay,,TRUE
9370,Friendly,1996-08-27,Poland,2,2,Cyprus,,TRUE
9371,Friendly,1996-08-28,Russia,2,2,Brazil,,TRUE
9372,Friendly,1996-08-29,Morocco,7,0,DR Congo,,TRUE
9373,FIFA World Cup qualification,1996-08-30,Canada,3,1,Panama,,TRUE
9374,Friendly,1996-08-30,United States,3,1,El Salvador,,TRUE
9375,FIFA World Cup qualification,1996-08-31,Armenia,0,0,Portugal,,TRUE
9376,FIFA World Cup qualification,1996-08-31,Azerbaijan,1,0,Switzerland,,TRUE
9377,FIFA World Cup qualification,1996-08-31,Belgium,2,1,Turkey,,TRUE
9378,Friendly,1996-08-31,France,2,0,Mexico,,TRUE
9379,Friendly,1996-08-31,Netherlands,2,2,Brazil,,TRUE
9380,FIFA World Cup qualification,1996-08-31,Wales,6,0,San Marino,,TRUE
9381,FIFA World Cup qualification,1996-09-01,Argentina,1,1,Paraguay,,TRUE
9382,FIFA World Cup qualification,1996-09-01,Ecuador,1,0,Venezuela,,TRUE
9383,FIFA World Cup qualification,1996-09-01,Moldova,0,3,England,,TRUE
9384,FIFA World Cup qualification,1996-09-01,Slovenia,0,2,Denmark,,TRUE
9385,FIFA World Cup qualification,1996-09-01,Trinidad and Tobago,0,1,Costa Rica,,TRUE
9386,FIFA World Cup qualification,1996-09-04,Faroe Islands,2,6,Spain,,TRUE
9387,Friendly,1996-09-04,Jamaica,2,0,Costa Rica,,TRUE
9388,Friendly,1996-09-04,Poland,0,2,Germany,,TRUE
9389,Friendly,1996-09-11,Japan,1,0,Uzbekistan,,TRUE
9390,Simba Tournament,1996-09-14,Australia,2,0,Ghana,,FALSE
9391,Friendly,1996-09-15,Senegal,1,0,Mali,,TRUE
9392,Simba Tournament,1996-09-18,Ghana,1,0,Kenya,,FALSE
9393,Simba Tournament,1996-09-18,South Africa,2,0,Australia,,TRUE
9394,FIFA World Cup qualification,1996-09-20,Qatar,3,0,Sri Lanka,,TRUE
9395,Simba Tournament,1996-09-21,Australia,4,0,Kenya,,FALSE
9396,FIFA World Cup qualification,1996-09-21,Honduras,2,1,Mexico,,TRUE
9397,Simba Tournament,1996-09-21,South Africa,0,0,Ghana,,TRUE
9398,Friendly,1996-09-22,Saudi Arabia,2,1,Zambia,,TRUE
9399,FIFA World Cup qualification,1996-09-23,Qatar,5,0,Philippines,,TRUE
9400,Friendly,1996-09-25,South Korea,3,1,China PR,,TRUE
9401,Friendly,1996-09-25,Poland,1,0,United Arab Emirates,,TRUE
9402,Friendly,1996-09-25,Saudi Arabia,1,3,Zambia,,TRUE
9403,FIFA World Cup qualification,1996-09-27,Qatar,6,0,India,,TRUE
9404,Friendly,1996-10-03,Saudi Arabia,3,0,New Zealand,,TRUE
9405,Friendly,1996-10-04,Ecuador,2,1,Jamaica,,TRUE
9406,Friendly,1996-10-04,Kuwait,0,1,Iran,,TRUE
9407,Friendly,1996-10-05,Qatar,3,2,New Zealand,,TRUE
9408,FIFA World Cup qualification,1996-10-05,Ukraine,2,1,Portugal,,TRUE
9409,FIFA World Cup qualification,1996-10-05,Wales,1,3,Netherlands,,TRUE
9410,African Cup of Nations qualification,1996-10-06,Ethiopia,1,2,Senegal,,TRUE
9411,FIFA World Cup qualification,1996-10-06,Faroe Islands,1,8,Serbia,,TRUE
9412,FIFA World Cup qualification,1996-10-06,Finland,2,3,Switzerland,,TRUE
9413,African Cup of Nations qualification,1996-10-06,Gabon,0,0,Cameroon,,TRUE
9414,African Cup of Nations qualification,1996-10-06,Ghana,2,1,Angola,,TRUE
9415,African Cup of Nations qualification,1996-10-06,Tunisia,2,0,Sierra Leone,,TRUE
9416,FIFA World Cup qualification,1996-10-08,Bosnia and Herzegovina,1,4,Croatia,,FALSE
9417,FIFA World Cup qualification,1996-10-08,Uruguay,1,0,Bolivia,,TRUE
9418,FIFA World Cup qualification,1996-10-09,Albania,0,3,Portugal,,TRUE
9419,FIFA World Cup qualification,1996-10-09,Armenia,1,5,Germany,,TRUE
9420,Friendly,1996-10-09,Costa Rica,0,0,Jamaica,,TRUE
9421,FIFA World Cup qualification,1996-10-09,Czech Republic,0,0,Spain,,TRUE
9422,FIFA World Cup qualification,1996-10-09,Denmark,2,1,Greece,,TRUE
9423,FIFA World Cup qualification,1996-10-09,Ecuador,0,1,Colombia,,TRUE
9424,FIFA World Cup qualification,1996-10-09,England,2,1,Poland,,TRUE
9425,Friendly,1996-10-09,France,4,0,Turkey,,TRUE
9426,FIFA World Cup qualification,1996-10-09,San Marino,0,3,Belgium,,TRUE
9427,Friendly,1996-10-09,Saudi Arabia,0,0,Australia,,TRUE
9428,FIFA World Cup qualification,1996-10-09,Venezuela,2,5,Argentina,,TRUE
9429,FIFA World Cup qualification,1996-10-10,Canada,2,0,Cuba,,TRUE
9430,FIFA World Cup qualification,1996-10-13,Canada,2,0,Cuba,,TRUE
9431,Friendly,1996-10-13,Japan,1,0,Tunisia,,TRUE
9432,Gulf Cup,1996-10-15,Oman,0,1,Saudi Arabia,,TRUE
9433,Friendly,1996-10-16,Brazil,3,1,Lithuania,,TRUE
9434,FIFA World Cup qualification,1996-10-16,Mexico,2,1,Jamaica,,TRUE
9435,Friendly,1996-10-16,Peru,4,1,United States,,TRUE
9436,Gulf Cup,1996-10-16,United Arab Emirates,0,1,Qatar,,FALSE
9437,Gulf Cup,1996-10-19,Qatar,2,2,Saudi Arabia,,FALSE
9438,Gulf Cup,1996-10-21,Oman,0,3,Qatar,,TRUE
9439,Gulf Cup,1996-10-21,Saudi Arabia,3,1,Bahrain,,FALSE
9440,Friendly,1996-10-23,Mexico,0,1,Ecuador,,FALSE
9441,Gulf Cup,1996-10-24,Kuwait,1,0,Saudi Arabia,,FALSE
9442,Gulf Cup,1996-10-25,Bahrain,1,2,Qatar,,FALSE
9443,FIFA World Cup qualification,1996-10-27,Panama,0,0,Canada,,TRUE
9444,Oceania Nations Cup,1996-10-27,Tahiti,0,6,Australia,,FALSE
9445,Gulf Cup,1996-10-27,United Arab Emirates,2,2,Saudi Arabia,,FALSE
9446,Gulf Cup,1996-10-28,Qatar,1,2,Kuwait,,FALSE
9447,Oceania Nations Cup,1996-11-01,Australia,5,0,Tahiti,,TRUE
9448,FIFA World Cup qualification,1996-11-03,Canada,1,0,El Salvador,,TRUE
9449,FIFA World Cup qualification,1996-11-03,United States,2,0,Guatemala,,TRUE
9450,FIFA World Cup qualification,1996-11-06,Mexico,3,1,Honduras,,TRUE
9451,Friendly,1996-11-06,Saudi Arabia,1,0,Bulgaria,,TRUE
9452,Friendly,1996-11-07,Costa Rica,2,0,Panama,,TRUE
9453,Friendly,1996-11-09,Denmark,1,0,France,,TRUE
9454,FIFA World Cup qualification,1996-11-09,Georgia,0,2,England,,TRUE
9455,FIFA World Cup qualification,1996-11-09,Germany,1,1,Northern Ireland,,TRUE
9456,FIFA World Cup qualification,1996-11-09,Morocco,4,0,Sierra Leone,,TRUE
9457,FIFA World Cup qualification,1996-11-09,Netherlands,7,1,Wales,,TRUE
9458,FIFA World Cup qualification,1996-11-09,Portugal,1,0,Ukraine,,TRUE
9459,FIFA World Cup qualification,1996-11-10,Croatia,1,1,Greece,,TRUE
9460,FIFA World Cup qualification,1996-11-10,Gabon,1,1,Ghana,,TRUE
9461,FIFA World Cup qualification,1996-11-10,Liberia,0,1,Tunisia,,FALSE
9462,FIFA World Cup qualification,1996-11-10,Paraguay,1,0,Ecuador,,TRUE
9463,FIFA World Cup qualification,1996-11-10,Poland,2,1,Moldova,,TRUE
9464,FIFA World Cup qualification,1996-11-10,Serbia,1,0,Czech Republic,,FALSE
9465,FIFA World Cup qualification,1996-11-10,Switzerland,0,1,Norway,,TRUE
9466,FIFA World Cup qualification,1996-11-10,Togo,2,4,Cameroon,,TRUE
9467,FIFA World Cup qualification,1996-11-10,United States,2,0,Trinidad and Tobago,,TRUE
9468,FIFA World Cup qualification,1996-11-12,Chile,1,0,Uruguay,,TRUE
9469,Friendly,1996-11-13,Brazil,2,0,Cameroon,,TRUE
9470,Friendly,1996-11-13,Lebanon,0,0,Iran,,TRUE
9471,FIFA World Cup qualification,1996-11-13,Spain,4,1,Slovakia,,TRUE
9472,Friendly,1996-11-16,Saudi Arabia,3,1,Syria,,TRUE
9473,FIFA World Cup qualification,1996-11-17,Costa Rica,3,0,Guatemala,,TRUE
9474,FIFA World Cup qualification,1996-11-17,Jamaica,1,0,Mexico,,TRUE
9475,Friendly,1996-11-19,Saudi Arabia,1,3,Mali,,TRUE
9476,Friendly,1996-11-20,El Salvador,1,3,Mexico,,FALSE
9477,Friendly,1996-11-23,South Korea,4,1,Colombia,,TRUE
9478,FIFA World Cup qualification,1996-11-24,Guatemala,1,0,Costa Rica,,FALSE
9479,FIFA World Cup qualification,1996-11-24,Trinidad and Tobago,0,1,United States,,TRUE
9480,Friendly,1996-11-25,Iran,0,1,Turkmenistan,,TRUE
9481,Friendly,1996-11-26,China PR,2,3,South Korea,,TRUE
9482,Friendly,1996-11-29,Saudi Arabia,4,1,Indonesia,,TRUE
9483,FIFA World Cup qualification,1996-12-01,Costa Rica,2,1,United States,,TRUE
9484,AFC Asian Cup,1996-12-04,United Arab Emirates,1,1,South Korea,,TRUE
9485,AFC Asian Cup,1996-12-05,Iran,1,2,Iraq,,FALSE
9486,AFC Asian Cup,1996-12-05,Saudi Arabia,6,0,Thailand,,FALSE
9487,AFC Asian Cup,1996-12-06,Japan,2,1,Syria,,FALSE
9488,AFC Asian Cup,1996-12-07,South Korea,4,2,Indonesia,,FALSE
9489,AFC Asian Cup,1996-12-08,Saudi Arabia,1,0,Iraq,,FALSE
9490,AFC Asian Cup,1996-12-08,Thailand,1,3,Iran,,FALSE
9491,AFC Asian Cup,1996-12-09,Japan,4,0,Uzbekistan,,FALSE
9492,AFC Asian Cup,1996-12-10,Kuwait,2,0,South Korea,,FALSE
9493,King Hassan II Tournament,1996-12-11,Morocco,2,2,Croatia,Croatia win on penalties,TRUE
9494,AFC Asian Cup,1996-12-11,Saudi Arabia,0,3,Iran,,FALSE
9495,King Hassan II Tournament,1996-12-12,Croatia,1,1,Czech Republic,Croatia win on penalties,FALSE
9496,AFC Asian Cup,1996-12-12,Japan,1,0,China PR,,FALSE
9497,King Hassan II Tournament,1996-12-12,Morocco,2,0,Nigeria,,TRUE
9498,FIFA World Cup qualification,1996-12-14,Belgium,0,3,Netherlands,,TRUE
9499,FIFA World Cup qualification,1996-12-14,Portugal,0,0,Germany,,TRUE
9500,FIFA World Cup qualification,1996-12-14,Spain,2,0,Serbia,,TRUE
9501,FIFA World Cup qualification,1996-12-14,United States,2,1,Costa Rica,,TRUE
9502,FIFA World Cup qualification,1996-12-14,Wales,0,0,Turkey,,TRUE
9503,FIFA World Cup qualification,1996-12-15,Argentina,1,1,Chile,,TRUE
9504,FIFA World Cup qualification,1996-12-15,El Salvador,0,2,Canada,,TRUE
